330,6,44122300,Inside Sales Representative,"• Establishes relationships with assigned channel or Large Corporate Accounts, performing cold calls, as well as lead follow up in order to achieve and exceed assigned sales quota. Assigned accounts will represent channels we are not actively penetrating through the territory account managers.
 • Directs selling with channel accounts converting them from competitors and developing new business. Channel partners calling to contacts to provide support in specific needs or to identify potential opportunities.
 • Researches potential and current customers in advance of interaction. Determines opportunities and approaches based on research findings. Maps influencers in the account.
 • Qualifies leads to determine potential, turns it into sales
 • Manages leads
 • Updates data in the CRM tool effectively, accurately and in a timely manner.
 • Interface and collaborate with marketing focused, on driving programs, collateral and lead follow up.
 • Communicates Panduit offerings including the benefits and features and has a strong understanding of competing products and how to position Panduit for success.","KEY SKILLS & KNOWLEDGE
 • Competent in telephonic communications as well as strong listening skills.
 • Requires a persuasive communicator with excellent interpersonal skills.
 • knowledge of and the ability to assess customer’s needs and to sell technical products/solutions.
 • Should work effectively in a multi-channel, team-selling environment.
 • Strong insight into the customer needs, as well as ability to research the market and customer to create new opportunities.
 • Needs to understand how we work thru channels.
 • Must have strong business acumen.
 • Effectively communicates throughout the internal organization, as well as throughout all levels of the channel accounts.
 • Should be a self-starter with excellent organization and time management skills.
 • Professional appearance and presentation required.
 • Computer literate; comfortable working in a database environment.
 • Basic knowledge of project management skills.
 • Some travel required. Attendance at EBC visits expected.
 
 Experiencia de tres años."

371,3,44122567,IT Engineer,"Objective: Responsible for physical and virtual infrastructure, directory and collaboration services, storage and data recovery. Configuring, monitoring and maintaining core infrastructure, datacenter, Servers operating systems, hardware upgrades, user account management, troubleshooting.
 
 Skills:
 - Implementing, Configuring and Administering Windows Server Infrastructure (Active Directory, LDAP, Networking DHCP, DNS, Applications, Services)
 - Exchange Server administration.
 - Vmware vSphere Implementing, Configuring and Administering. (ESXi, vCenter, deploy-manage-migrate VMs)
 - Installing and supporting servers and datacenter systems, including server platforms, NAS, UPS, environmental, disaster recovery and physical security.
 - IT Project Management experience.
 - Networking skills: TCP/IP, Name Resolution, Ethernet, switching and routing basics.","- English level: Intermediate.
 - 3 years of experience."

416,1,44122867,Analista de Procesos y Calidad,".Definición y optimización de procesos de desarrollo y mantenimiento de sw en base al modelo CMMI.
 .Realizar el análisis estadístico de procesos y análisis de comportamiento de procesos.
 .Seguimiento a la implementación de oportunidades de mejora y lecciones aprendidas.
 .Consolidar y analizar los resultados del aseguramiento de la calidad de procesos.
 .Realizar auditorías de calidad de procesos a los proyectos.
 .Establecer e implementar interfaces entre el CMMI y otros modelos(ISO 9001/27001).","SÓLIDOS CONOCIMIENTOS DE CMMI, POR LO MENOS NIVEL DE MADUREZ 3
 .Cursos:
 -Introduction to CMMI v 1.3 (SEI).
 -Gestión cuantitativa de procesos de Software.
 -Herramientas de análisis, análisis de datos y control estadístico.
 -Herramienta de diagramación y modelado de procesos (Visio, Bizagi, EPF, etc).
 -Fundamentos de Mejora de Procesos con CMMI.
 -Metodología de Mejora de Procesos como DMAIC (Six Sigma) .
 .03 años como analista de calidad/procesos/funcional/sistemas .Participación en mejora de procesos en por lo menos 2 proyectos de desarrollo y mantenimiento de sistemas.
 .Herramientas de análisis y control estadístico .Implementación de CMMI.
 .Modelamiento, generación y documentación de procesos. Aplicación de metodologías de desarrollo de software (Gestión / Ingeniería)"

417,4,44122872,Network Engineer,"Analyze user requirements, perform cost analysis, and identify designs/approaches to ensure the customer’s needs are met. Submit network connectivity specifications and offer recommendations. Provide technical leadership for customers routing projects, which may include equipment ordering, testing, troubleshooting, installation, and implementation of upgrades or configurations. Communicate network status and provide quality documentation. Establish/maintain a project schedule in coordination with the client and management. Attend daily/weekly meetings and interact regularly with management, customers and incumbents to constantly improve Network Engineering services. Support Disaster Recovery testing and enforce required standards and procedures.","• Degree in electrical /computer science/network engineering, 5 to 10 years hands-on experience in large enterprise or carrier networks with routers, switches and firewalls. As our clients are located mainly in the US advanced level of english is a must. (Please note that interviews might include conversations in this language)
 
 • Microsoft Office and Visio skills are essential.
 
 • Routing experience with a least 2 of the following protocols: OSPF/EIGRP/BGP
 
 • LAN switching experience with VLANs, VTP, etc. and WAN experience with at least 2 of the following: frame relay, leased lines, MPLS.
 
 • Firewall experience preferably with the PIX or checkpoint.
 
 • VPN experience preferably with Cisco products.
 
 • Advanced level networking certifications such as CCNA, CCNP/CCDA, CCDP (Cisco Certifications) are highly desirable.
 
 •Project management experience helpful.
 
 Competitive salary (Xerox payroll) plus benefit package including EPS 100% covered, cancer insurance among others."

444,1,44123152,Desarrollador Web PHP,"Skills required.
 Advanced knowledge of PHP and HTML 5.
 Experience with PHP frameworks, unit test and documentation.
 Advanced knowledge of design patterns and architecture.
 Advanced knowledge of SQL instructions and databases in general.
 General knowledge of templates and content management system (CMS).
 General knowledge of security and optimization.
 Advanced knowledge of front-end technologies (preferably).
 Advanced english language skills (preferably).","Bachelor's degree in computer science, systems, software engineering or related fields (preferably).
 4 or more years of experience in similar position"

445,1,44123156,Senior PHP Developer,"Advanced knowledge of PHP and HTML 5.
 Experience with PHP frameworks, unit test and documentation.
 Advanced knowledge of design patterns and architecture.
 Advanced knowledge of SQL instructions and databases in general.
 General knowledge of templates and content management system (CMS).
 General knowledge of security and optimization.
 Advanced knowledge of front-end technologies (preferably).
 Advanced english language skills (preferably).",4 or more years of experience in similar position.

450,4,44123163,"PRACTICANTE DE DATAMINING, MODELAMIENTO, SEGMENTACION","MISIÓN:
 Apoyar en el desarrollo de modelos de Data Mining. Enfoque en el desarrollo de procesos de ETL para el desarrollo de modelo. Extracción de los datos desde las fuentes. Transformación y Carga en los diferentes aplicativos utilizados para el análisis fundamentalmente para el negocio móvil.
 
 FUNCIONES:
 - Participación Activa en el desarrollo y automatización de los procesos de ETL para los diferentes modelos de data mining que se generan.
 - Apoyo en el proceso de Extracción de los datos desde las fuentes de ODS y Teradata.
 - Apoyo en la transformación de los datos.
 - Apoyo en la carga de la información a los formatos de análisis ad-hoc.
 - Procesamiento, actualización y automatización de los modelos de Data Mining .
 - Diseño y verificación de parámetros de control de calidad de datos para la ejecución de los Modelos.","- Excelente dominio de herramienta de de Bases de Datos. Dominio de Oracle, SQL, herramientas de extracción de información, cubos de información.
 - Formación complementaria en Programación NET, ASP, JAVA"

467,1,44123283,.NET UI Developer/Web Developer / Senior .NET UI Developer,"Position Summary – Job Details:
 
 We are seeking a talented front end software engineer that has demonstrated successful experience with the latest web development technologies & knowledge of Cellular GPS devices. The successful
 candidate will be responsible for developing GUI front ends for our Fraud Prevention Platform. This front end interfaces to the platform via web services & socket protocols to existing and future products; allowing
 configuration and visualization of our client’s data. This is a full-time senior .Net Web Developer position.
 Our company is growing and will present an accelerated career growth path potential for the right candidate. You will be using the latest technologies including MVC4, Razor, CSS3, HTML5, Ajax,
 JQuery, Windows Azure, and so on. We are looking for a self-motivated & self-starting individual that is able to set goals and deliver quality products on time in a collaborative environment. This opportunity is
 for the right candidate to work on a Global Enterprise Systems consisting of both hardware & software components, which will in turn provide the candidate many ongoing challenging & exciting projects.
 
 Minimum Qualifications – Knowledge, Skills, Abilities & Responsibilities:
 
 The successful candidate will research, track and comprehend new web technologies in order to provide technical guidance in developing service applications. Analyze & apply business requirements as they pertain to the company. Perform development and maintenance programming for web pages and web applications. Provide written design documents, test plans and test results. Perform web suitability testing.
 Assure web server, technical site performance, and site maintenance activities. Manage assigned workload accurately & estimate effort for tasks while communicating project status. May play a role, as needed, in
 working directly with outside vendors, developing tests to ensure features & functionality, at the direction of management.
 • Responsible for creating top notch user interfaces using .NET UI technologies.
 • Develop the Web API platform for data interchange.
 • Develop software modules using .NET and HTML5/JQuery.
 • Maintain a .NET/MVC based cross-application user experience consistency.
 • Collaborate with management, test and develop.
 • Attend project planning and project review meetings.
 • Ability to proactively work effectively with peers, the department head, Sales, Operations, HR &.
 the executive leadership team to gather and ensure current required system architecture standards.
 • Strong organization, oral and written communication skills.
 • Ability to meet deadlines, maintaining an attention to detail are required.
 • Drive projects through to completion.
 • Learn new skills.","Requirements
 • Bachelor’s degree or equivalent and 5 + years (preferred) in web development/web design.
 • 5 or more years of ASP/C# .NET development, experience using WCF, MVC and Razor.
 • Strong JQuery, Ajax, CSS3, and HTML5 web development skills.
 • Database design and programming, using the Entity Framework.
 • Strong knowledge of Object Oriented design patterns & architecture.
 • Strong knowledge of web application usability, performance and security.
 • Good working knowledge of GPS data.
 Other Desired Skills (Working Knowledge Only – Professional Experience a Plus).
 • Cloud Technologies experience.
 • Mobile development experience.
 • .NET Micro Framework.
 • C/C++ programming skills.
 • Embedded Software design.
 • Cellular network knowledge & successful work history in the space
 • MSCP in .NET."

528,1,44123778,Senior PHP Developer,"Advanced knowledge of PHP and HTML 5.
 Experience with PHP frameworks, unit test and documentation.
 Advanced knowledge of design patterns and architecture.
 Advanced knowledge of SQL instructions and databases in general.
 General knowledge of templates and content management system (CMS).
 General knowledge of security and optimization.
 Advanced knowledge of front-end technologies (preferably).
 Advanced english language skills (preferably).",4 or more years of experience in similar position.

530,4,44123828,ANDROID DEVELOPER,"• Interacts directly with the Client to collect application requirements.
 • Participates on estimations and team commitments.
 • Determines the best way to implement those requirements in code and codes it.
 • Interacts with QA engineers to identify weaknesses in the application and to fix every bug.
 • Demonstrates the software behavior to the end Client after the end of each sprint.
 Additionally the senior personnel does:
 • Architectural design.
 • Team mates coaching.
 • Team mates code review.",

552,4,44123938,Analista de Incidencias,"- Atención de incidentes y problemas presentados en las diferentes aplicaciones de la organización.
 - Corrección de errores presentados en los sistemas de la organización que fueron informados por los usuarios, partiendo de un correcto análisis del problema.
 - Análisis y desarrollo de proyectos críticos.
 - Apoyo funcional a los usuarios en el uso de las aplicaciones de la organización.
 - Elaboración de requerimientos de información.","- Responder con eficiencia las tareas asignadas.
 - Experiencia no menor de 2 años.
 Conocimientos.
 - Elaboración de consultas a base de datos.
 - Oracle 11g, SQL Server 2005.
 - ASP, .Net 2008, Power Builder 12.0.
 - Programación de store procedures y triggers."

672,3,44124761,"Practicante de Centro de Soluciones, Gestión de Aplicaciones","•Coordinar con Analistas, Jefes y Gerente de Centro de Soluciones las actividades operativas y los procesos del área.
 •Revisar los indicadores de la mesa de ayuda.
 •Seguimiento a los procesos del área y los procesos de la mesa de ayuda de aplicaciones.
 •Seguimiento al servicio y a las herramientas para la de mesa de ayuda de aplicaciones.
 •Manejo de Gestión Metodología ITIL (gestión de servicios).",•Conocimientos deseables: ITIL (gestión de servicios).

760,1,44125488,Automation QA Engineer,"Belatrix’s QA Engineers play a vital part in co-developing innovative software for our clients. Using an Agile approach, QA engineers participate in all phases of the development effort, including design, requirements gathering, and end stage testing.
 
 Responsibilities:
 To skillfully work to achieve the client’s and team needs and goals, with total quality orientation.
 To be a team player working remotely for a project, defining, developing and implementing test plans and test cases/scripts; also reporting defects and suggesting improvements.
 To create a professional relationship with clients and teammates, based on a good communication skills and practices.
 
 
 A blend of creative and logical skills with particular focus on detailed oriented.
 Strong research and communicative skills.
 Ability to troubleshoot issues effectively. Correctly label and report bugs for tracking purposes.
 Expertise in functional/manual and regression testing, test case management, performance testing tools, preferably automation testing tools (as QTP), etc.
 Preferably knowledge of programming languages.
 Intermediate/Advanced English language level.","1,5 to 4 years of experience in a similar position, preferably with a software company, creating and developing testing projects, applying different testing strategies and tools and ensuring completion of testing within scheduled timeframes and goals. Agile methodology experience (Scrum) is preferred."

771,1,44125556,Desarrollador .NET Semi-Senior,"Advanced knowledge of Microsoft Development tools (ASP .NET v3.5/4.0, .C#, or VB. NET).
 Advanced knowledge of SQL (preferably Microsoft SQL Server), JAVASCRIPT, HTML, CSS, AJAX, jQueryy
 Advanced english language skills (preferably).
 Preferably knowledge of MVC pattern, knowledge-WCF web services, management of unit testing tools (eg NUnit), management of ORM (eg Entity Framework, NHibernate), design patterns, agile methodologies.","- Proven experience with HTML5.
 - Extensive knowledge of programming and general knowledge of systems architecture: databases, client-server, web technologies.
 - Advanced english language skills (preferably).
 - Preferably experience developing API."

822,1,44125907,Technical Lead,"•Report to the Project Manager
 •Manage a team of 5 to 20 Software Engineers, SQA Engineers, Functional Analysts and IT Engineers
 •Provide the software development effort estimates to the Project Manager
 •Identify and escalate technical risks to the Project Manager
 •Validate requirements provided by Functional Analysts
 •Assigns tasks to the members of the Technical Team
 •Control the technical decisions in a project
 •Must be capable of executing hands-on tasks
 •Occasionally travel to participate in software deployment","•At least 2 years in a similar position with a team of 5 or more people
 •Experience in at least 2 of the following technologies .Net , Java, PHP or Python
 •Knowledge of IDE (Visual Studio, Eclipse)
 •Experience in Database design
 •Knowledge of POO and Design Patterns
 •Knowledge of software configuration management (SVN, Jenkins, TFS), though knowledge on others is welcome
 •Knowledge of SQA processes and tools
 •Experience working with open source tools, libraries and products
 •Knowledge of data access applications development (ODBC.NEt, JDBC, Hibernate, XML repositories). MS SQL Server and Oracle are preferred, though knowledge on other databases is welcome
 •Previous experience as a Software Engineer, QA Engineer or Functional Analyst
 •Knowledge of PMP, RUP, SCRUM or other methodology
 
 The following would be an advantage:
 •Knowledge of cryptography: PKI, PKCS
 
 Skills
 •Ability to motivate and organize a team
 •Good analytical skills with a challenging and enquiring mind
 •Good communication skills, organized and motivated, persistent, driven to complete tasks
 •Should be able to work well under pressure
 •Responsible and reliable
 •Knowledge of English both spoken and written"

829,3,44125994,ITC INTERNSHIP,"•Work with the ITC local admin on activities and operational procedures for user support and network troubleshooting.
 •Interact with IOM IT and communications providers for coordination and support.
 •Assist the ITC local admin in coordination with ITC Helpdesk for escalating problems as needed.
 •Undertake all other duties as may be assigned.","Computer and network configuration and troubleshooting (Windows operating systems and software, hardware, peripheral devices, network and cabling)."

867,6,44126252,Development Manager,"TASKS DETAILS
 
 1. Collaborate with the General Branch Manager in the definition of the branch's local strategy.
 2. Define specific strategic goals of the branch's Development Department, making sure they are in the same line to the Corporative strategic goals; as well as planing and excuting the operational plans.
 3. Monitor the progress of the development executing projects of the Department, in order to be executed within budget, terms agreed with the customer and expected quality.
 4. Plan, budget and get the required resources (human and equipment) for the Branch's Development Department in coordination with the relevant business departments: Human Resources department, IT, Finance and Sales departments, among others.
 5. Participate in the asignment of resources of the branch, as required by the project, in coordination with the Corporate Resources Committee.
 6. Implement defined procedures at corporate level to ensure the quality of products and services made by the Development department. Suggest and implement improvements in coordination with the Director of Corporate Development.
 7. Support the Marketing and Sales departments in the developing business proposals, pre-sales activities, meetings with clients, sales's needs identification, customer visits. Advise the sales departmentin the actual capacities of the development department adapted to each branch.
 8. Collaborate with the Marketing and Sales departments finding solutions to conflicts with customers.
 9. Collaborate with the Finances department in the cost-effectiveness evaluation for the projects.
 10. Give support to the Human Resources department with the definition and management of: organizational climate evaluations, human resource management, among others, for the branch.
 11. Support the PMO in the definition and implementation of methodologies and development standards.
 
 RESPONSIBILITIES
 • Ensure that the projects are developed in accordance with the quality standards of Avantica, seeking not only the best use of company resources, but also the highest customer satisfaction.
 • Co-responsable of monitoring the search for resources required for projects.
 • Ensure the implementation of the strategic objectives for the branch.
 • Negotiate and track resources development partners.","• Degree in Systems Engineering , Computer Science or related.
 • Master in the area of Information Systems, Computing, Computing , Software Development , Project Management or Business Administration.
 • Desirable PMP Certification.
 • English Level: ADVANCED.
 • Experience of not less than ten years in the area of software development, of which at least 5 years in Project Manager functions.
 • Advanced knowledge in project management, training in PMI.
 • Extensive experience in people management, motivational skills, conflict resolution and negotiation skills.
 • Extensive experience in management of relationship with domestic and foreign customers.
 • Extensive experience in applications for project control.
 • Advanced knowledge of requirements gathering. Advanced knowledge of systems development methodologies.
 • Knowledge of software architecture.
 • Knowledge one of the following technologies: Java EE, MS .Net Framework, PHP, Ruby on Rails."

873,6,44126264,Development Manager,"1. Collaborate with the General Branch Manager in the definition of the branch's local strategy.
 2. Define specific strategic goals of the branch's Development Department, making sure they are in the same line to the Corporative strategic goals; as well as planning and executing the operational plans.
 3. Monitor the progress of the development executing projects of the Department, in order to be executed within budget, terms agreed with the customer and expected quality.
 4. Plan, budget and get the required resources (human and equipment) for the Branch’s Development Department in coordination with the relevant business departments: Human Resources department, IT, Finance and Sales departments, among others.
 5. Participate in the assignment of resources of the branch, as required by the project, in coordination with the Corporate Resources Committee.
 6. Implement defined procedures at corporate level to ensure the quality of products and services made by the Development department. Suggest and implement improvements in coordination with the Director of Corporate Development.
 7. Support the Marketing and Sales departments in the developing business proposals, pre-sales activities, meetings with clients, sales’ needs identification, customer visits. Advise the sales department in the actual capacities of the development department adapted to each branch.
 8. Collaborate with the Marketing and Sales departments finding solutions to conflicts with customers.
 9. Collaborate with the Finances department in the cost-effectiveness evaluation for the projects.
 10. Give support to the Human Resources department with the definition and management of: organizational climate evaluations, human resource management, among others, for the branch.
 11. Support the PMO in the definition and implementation of methodologies and development standards.","• Degree in Systems Engineering , Computer Science or related.
 • Master in the area of Information Systems, Computing, Computing , Software Development , Project Management or Business Administration.
 • Desirable PMP Certification.
 • English Level: ADVANCED.
 • Experience of not less than ten years in the area of software development, of which at least 5 years in Project Manager functions.
 • Advanced knowledge in project management, training in PMI.
 • Extensive experience in people management, motivational skills, conflict resolution and negotiation skills.
 • Extensive experience in management of relationship with domestic and foreign customers.
 • Extensive experience in applications for project control.
 • Advanced knowledge of requirements gathering. Advanced knowledge of systems development methodologies.
 • Knowledge of software architecture.
 • Knowledge one of the following technologies: Java EE, MS .Net Framework, PHP, Ruby on Rails."

889,6,44126359,SME- QA,"•To skillfully work to achieve the client’s and team needs and goals, with total quality orientation.
 •To be a team player working remotely for a project, defining, developing and implementing test plans and test cases/scripts; also reporting defects and suggesting improvements.
 •To create a professional relationship with clients and teammates, based on a good communication skills and practices.","•2 years of experience in a similar position, preferably with a software company, creating and developing testing projects, applying different testing strategies and tools and ensuring completion of testing within scheduled timeframes and goals. Agile methodology experience (Scrum) is preferred.
 •A blend of creative and logical skills with particular focus on detailed oriented.
 •Strong research and communicative skills.
 •Ability to troubleshoot issues effectively. Correctly label and report bugs for tracking purposes.
 •Expertise in functional/manual and regression testing, test case management, automation testing tools, performance testing tools, etc.
 •Intermediate English language level."

901,6,44126437,QA Engineer Senior,"•To skillfully work to achieve the client’s and team needs and goals, with total quality orientation.
 •To be a team player working remotely for a project, defining, developing and implementing test plans and test cases/scripts; also reporting defects and suggesting improvements.
 •To create a professional relationship with clients and teammates, based on a good communication skills and practices.","•1,5 to 4 years of experience in a similar position, preferably with a software company, creating and developing testing projects, applying different testing strategies and tools and ensuring completion of testing within scheduled timeframes and goals. Agile methodology experience (Scrum) is preferred.
 •A blend of creative and logical skills with particular focus on detailed oriented.
 •Strong research and communicative skills.
 • Ability to troubleshoot issues effectively. Correctly label and report bugs for tracking purposes.
 •Expertise in functional/manual and regression testing, test case management, automation testing tools, performance testing tools, etc.
 •Intermediate/Advanced English language level."

902,3,44126438,Referente Técnico en Java (Titanium),"•Interacts directly with the Client to identify application requirements.
 •Participates on estimations and team commitments.
 •Plans and determines the best way to implement those requirements in code.
 •Collaborates closely with QA engineers to identify application weakness, failure points and bugs.
 •Demonstrates the software behavior to the end Client after the end of each sprint.
 
 Senior level Project Leads drive the following:
 •Design architecture.
 •Coaching team to ensure growth and professional success.
 •Review team software development code.","•2 or more years of experience in similar position.
 •Advanced knowledge of TITANIUM.
 •Experience withWeb Services.
 •Experience in database (eg MySQL, Postgres), Management ORM (eg Hibernate, JPA).
 • Advanced english language skills (preferably).
 •Preferably knowledge of any MVC framework (eg Spring MVC 3). Knowledge of unit test tool (eg JUnit), Application Server (eg Glassfish, Weblogic) . UI Framework: (eg Apache Wicket, JSF), Design patterns. Agile Methodology."

903,6,44126439,Referente Técnico en QA,"•To skillfully work to achieve the client’s and team needs and goals, with total quality orientation.
 •To be a team player working remotely for a project, defining, developing and implementing test plans and test cases/scripts; also reporting defects and suggesting improvements.
 •To create a professional relationship with clients and teammates, based on a good communication skills and practices.","•2 years of experience in a similar position, preferably with a software company, creating and developing testing projects, applying different testing strategies and tools and ensuring completion of testing within scheduled timeframes and goals. Agile methodology experience (Scrum) is preferred.
 •A blend of creative and logical skills with particular focus on detailed oriented.
 •Strong research and communicative skills.
 •Ability to troubleshoot issues effectively. Correctly label and report bugs for tracking purposes.
 •Expertise in functional/manual and regression testing, test case management, automation testing tools, performance testing tools, etc.
 •Intermediate English language level."

911,1,44126505,PHP - Front End Developer,"As a Front End Engineer at Sinergy Group, you will specialize in the development of web applicationUIs specially using AJAX and similar technologies. Back End technology required is PHP.
 You may be involved in the design of new web frameworks or use existing frameworks for building scalable frontend applications.
 You may be involved in the development of advanced applications, designed with innovative architectures, consuming mainly REST services, and information from mainstream information providers as Facebook, Google and others. We are looking for developers who are passionate about technology and programming and have experience in building applications considering impeccable user experience, responsiveness and dynamic consumer experiences.
 
 In Sinergy we work in small and highly efficient teams, and adopt agile methodology for development.
 
 Please fill the form in http://www.esinergy.com/jobs.html","Front End Samurai will need:
 - Advanced knowledge of PHP and frameworks
 - Advanced knowledge of HTML
 - Advanced knowledge of Javascript
 - Knowledge of Style Sheets CSS
 - Knowledge of HTML5, CSS3
 
 The following would be beneficial:
 - Knowledge of Python, Java, C#
 - Knowledge of client template languages
 - Knowledge of web frameworks
 - CofeeScript, Dojo, Jquery
 - Version control systems, Git, SVN
 - Intermediate English"

946,3,44126759,ITC INTERNSHIP,"•Work with the ITC local admin on activities and operational procedures for user support and network troubleshooting.
 •Interact with IOM IT and communications providers for coordination and support.
 •Assist the ITC local admin in coordination with ITC Helpdesk for escalating problems as needed.
 •Undertake all other duties as may be assigned.","Computer and network configuration and troubleshooting (Windows operating systems and software, hardware, peripheral devices, network and cabling)."

1013,6,44127123,"R-P N° 024 2014 -Dpto. Superv. de Riesgos de Mercado, Liquidez e Inversiones- SAR","Apoyo en: la programación, mantenimiento y elaboración del reporte de riesgos de la SAR, la programación, mantenimiento y elaboración de los reportes diarios de límites a la posición neta en instrumentos financieros, derivados, otros encargos del área.","Programación y Base de Datos a nivel avanzado. (Visual Basic - Access)
 Capacidad de aprendizaje, análisis y desarrollo metodológico, creatividad, buena expresión oral y escrita.
 Demostradas habilidades para trabajar en forma autónoma y en equipo.
 Interés en la Administración Pública y regulación.
 Podrán postular alumnos egresados NO titulados."

