6,profesor senior school 2014,dict clas relacion especial idiom ingles prepar material educ correspondient manten actualiz documentacion pedagog administr respons emple metod tecnic adecu cumpl programacion semanal evalu comentari detect problem afect desarroll alumn aprendizaj coordin manten comunicacion padr famili particip accion promocion servici social planifiqu colegi asist obligatori reunion actuacion event cronogram,experient comprob ensen colegi ib secundari colegi mixt disponibil traslad sed huert chorrill senior school conoc idiom ingles necesari manej material clas dict clas ingles certific toefl cae cpe ser consider favor candidat domini clas pizarr interact uso corre electron domini desarroll blog educ moodl herramient tic
4,anal proces senior,realiz analisis formulacion proyect final hac coordin necesari logr ejecucion proyect realiz creacion manten proces final usuari cuent document cad proces dar soport usuari ayud proces sistem nivel usuari elaboracion plan capacitacion prueb nuev proces servici logr asegur usuari conozc nuev servici elaboracion proced fluj operacion diferent proyect empres particip visit local empres facilit tar mejor continu proces metod trabaj,softwar ms offic intermedi visi sharepoint deseabl otros requisit capac interactu are negoci habil hac analisis sistem experient anos experient elaboracon implementacion proces oper
6,ingenier proyect,desarroll proyect logist nivel estrateg tecnic empres primer line inclu proces analisis interpretacion dat desarroll evaluacion altern solucion problem identific apoy implementacion solucion logist seleccion elaboracion documentacion proyect presentacion client,manej avanz microsoft offic powerpoint excel access domini idiom ingles experient preferent logist proyect necesari
3,consultor junior,busc joven profesional talent form consultor tecnic postul particip proyect implementacion oracl ebusiness suit erp empres incorpor equip desarroll encarg realiz customiz utiliz herramient propi oracl,nivel quint superior potencial ser quint superior que encuentr aprendizaj motivacion permanent facil comunicacion alto nivel capac trabaj baj presion orient trabaj equip otros idiom ingles conoc herramient windows ofrec line carrer aprendizaj permanent ambient dinam cordial integr etic profesional participacion proyect empres top
4,program,efectu tar programacion labor analisis disen coordin usuari final,experient minim anos prefer empres similar bas dat oracl avanz programacion lenguaj programacion jav avanz develop visual basic net avanz sistem oper windows unix intermedi analisis disen sistem avanz conoc relacion gestion proyect servici informat pmi cmmi itil
4,anal funcional oracl develop,accentur empres consultori management servici tecnologi outsourcing combin experient incompar ampli capac tod industri funcion negoci ampli investigacion respect empres exit mund nos encontr busqued profesional sistem experient oracl develop forms reports pl sql bas oracl desempen anal senior,anos experient desarroll aplic dich tecnologi experient direccion equip trabaj gestion proyect deseabl experient rubr segur
1,asistent jav,disen desarroll aplic bas requer client,experient minim ano manej herramient jav deseabl experient proyect implementacion sistem alin rubr segur
1,practic jav j2e,disen desarroll aplic bas requer client,deseabl experient minim ano manej herramient jav disponibil realiz hor semanal disponibil trabaj cerc
1,traine ingenieri informat,particip proyect implementacion sistem negoci empres segur apoy analisis desarroll etap implementacion proyect soport analisis negoci segur,deseabl experient nivel ingles intermedi
1,traine jav,disen desarroll aplic bas requer client,deseabl experient minim ano manej herramient jav disponibil complet
1,traine oracl develop,disen desarroll aplic bas requer client,deseabl experient minim ano manej herramient oracl develop disponibil complet
6,practic centr solucion,contribu disen proces negoci soport sistem document manten actualiz proces soport herramient sistem sap crm sap brind soport proces vent logist herramient sap crm sap document actas reunion realiz capacit usuari negoci sistem proces soport,conoc idiom ingles nivel intermedi conoc tecnic sistem sap crm deseabl ms project intermedi bizagi intermedi conoc deseabl gestion proces gestion comun vent logist competent analisis critic cuestion form hac cos busc optimiz constant toler cambi constant confianz mism motiv ret logr impact influenci comunicacion relacion trabaj equip muestr colaboracion se orient logr
6,anal,propon implement realiz monitore model scor diferent product minor defin variabl uso identific fuent informacion dwh desarroll calcul replic prueb integr gestion analiz desarroll implement despleg solucion bas tecnologi informacion permit explot distribu model informacion desarroll riesg bm scor estadist segmentacion,minim anos experient anal program anal funcional anal inteligent negoci conoc programacion web macr avanz excel datawarehous intermedi manej bas dat sql oracl teradat ultim deseabl nivel intermedi avanz manej herramient business objects cogn avanz conoc sas deseabl
6,profesional proyect,respons proyect carg funcion gestion proyect inclu disen,anos experient proyect curs pmi
1,ingenier qa,desarroll manten component softwar inclu teste unitari integracion aplic identificacion cas utiliz teste cas cambi control mejor convert cuadr comand regresion usand selenium qtp contribu implementacion manten ejecucion emision funcional plan prueb regresion ejecut regresion control comand report result segun plan teste regresion part codig promocion softwar integracion fuert equip client resolv emision critic product sid identific nivel funcional teste regresion report recomend metod mejor automatizacion proced teste regresion product,experient minim anos integr equip sistem informacion experient minim integr equip asegur calid experient minim anos jav utiliz web logic jboss hibernat spring struts indispens experient minim anos herramient automatizacion selenium web driv qtp experient minim anos sql datab
6,jef proyect,respons proyect carg funcion gestion disen proyect,diez anos experient general cinc anos experient proyect sistem curs pmi
6,profesional anal proces funcional,disen desarroll proyect sistem funcion lider proyect sistem,anos experient general anos experient proyect sistem curs pmi simil
4,practic profesional soport informacion sistem,manej herramient ofimat cabl red instal equip red instal softwar hardawar,minim mes experient practic pre profesional manten comput administr servidor linux windows disponibil trabaj huachip horari
1,practic innovacion,implement mejor proces actual mediant uso esto logr adapt adopt configur cre divers herramient bas mejor optimiz funcion proces actual,sql asp php jav
1,cloud develop junior,analisis disen personaliz softwar factory documentacion desarroll realiz,conoc especial asp net visual net sql serv mysql conoc des jquery
4,practic desarroll oracl,analisis desarroll prueb documentacion personaliz atencion incident erp oracl ebs mes ayud client eeuu,oracl plsql nivel intermedi avanz conoc basic linux offic jav intermedi
1,desarroll backend frontend senior,desarroll dar soport requer asign jef direct estim complej requer nuev funcional incident mejor cad proyect llev control actualizacion tiemp tar asign particip reunion equip mejor trabaj equip conoc lenguaj programacion jav spring spring security manej servici restful conoc disen manej bas dat mysql conoc javascript jquery avanz jquery mobil knockoutjs phonegap conoc manej maquetacion bootstrap,experient minim anos particip equip desarroll jav ano minim desarroll movil proactiv capac relacion adapt flexibil organizacion planificacion alta capac aprendizaj investigacion
6,consultor comercial servici,solicitud client import institucion rubr financier encontr busqued consultor comercial servici cubr siguient funcion prospeccion identificacion empres potencial client realiz exposicion comercial tecnic servici client coordin usuari servici empres client tesoreri finanz are tecnic sistem comun soci entid proveedor entid are vincul servici hac seguimient entreg servici atencion post vent identific nuev neces servici tecnologi informacion,experient minim anos vent servici product tecnologi informacion solucion integracion telecomun domini offic bas dat microsoft project
6,auxili help desk,import empres encuentr busqued anal product informacion cumpl siguient perfil funcion seguimient control manten plataform tecnolog soport operacion soport usuari intern extern creacion usuari intern extern garantiz correct funcion enlac dat interconexion banc etc garantiz funcion corre electron dem sistem clav funcion oficin vel correct funcion manten infraestructur empres air acondicion upss plant electr etc,requisit ingenier sistem universitari institut conclu experient minim ano puest similar
6,coordin proyect telecomun,encarg client import empres sector telecomun encontr busqued profesional alt calific ocup posicion coordin proyect telecomun funcion realiz planeamient control supervision proyect realiz ingenieri requer elabor documentacion exij ejecucion proyect gestion control seguimient aprobacion servici brind empres contrat particip proyect defin lin bas cost tiemp alcanc proyect prepar expedient digital proyect prepar edt diagram gantt rut critic proyect apoy cumplimient polit objet calid realiz analisis valor gan proyect identific riesg proyect establec estrategi mitigacion asign recurs particip proyect relacion presupuest mism realiz labor coordinacion client otras respons asign jefatur,titul ingenieri electron sistem telecomun anos experient deseabl gestion proyect telecomun desarroll softwar experient previ proyect peruan hab lider proyect mont mayor mes conoc red dat sistem telefon contact centers conoc ms offic ms project autoc certificacion itil deseabl
3,practic soport,vel correct funcion maquin sistem empres asistent soport herramient informat cpus sistem oper aplic ofimat sistem empres instalacion configuracion equip instalacion configuracion impresor configuracion celular anex telefon apoy trabaj puntual encarg jefatur document trabaj realiz apoy soport tecnic vari remot sit,egres bachiller carrer ingenieri sistem experient mes puest empres rubr microsoft offic nivel avanz ingles nivel basic conoc erp sap nivel basic horari trabaj lun viern pm
4,plann manten min,nuestr client import empres sector miner actual busqued profesional calific posicion plann cts ingres informacion equip sistem cts ingres dat relacion proces manten component sistem cts reemplaz repar modif etc component equip baj sistem cts emision report relacion gestion sistem cts coordinacion continu account managers consecucion informacion requer manten bas dat sistem cts prepar report items pendient entreg ser envi client dias revis compr vent repuest import preparacion fluj caj semanal prepar envi hac seguimient cotiz especial client asign carg apoy permanent solicitud client respect seguimient recl contact agent aduan desaduan mercaderi obten report mensual vent billings administracion general sistem cts manten actualiz sistem cts equip territori coordinacion general relacion cts account managers cumplimient objet relacion cts,egres ingenieri industrial ing sistem ing mecan opcional ing electr opcional conoc basic manten equip pes experient laboral minim anos alto grad respons trabaj equip proactiv manej prioridad nivel avanz ingles anos experient industri miner indispens manej softwar uso general microsoft offic etc sap deseabl
6,anal metric,elabor report analiz indic proces relacion experient client vent servici client field servic facturacion propon mejor situacion identific gestion analiz control propon disen kpis relacion experient client analiz desagreg indic present desviacion comport atip envi alert busqued caus raiz event suces atip medicion proces analiz informacion encuest nivel satisfaccion canal altern centr atencion client canal mail canal chat,experient minim anos puest realizacion funcion indic conoc nivel avanz excel sql serv
4,ingenier asegur calid,analiz evalu operacion manten plataform empres brind recomend proces sistem gestion cumplimient asegur accion propuest establec estandar elabor actualiz difund proces proced implant acord sistem gestion control seguimient asegur cumplimient regul telecomun directric grup estandar establec intern requisit client sensibilizacion capacit auditori sistem gestion tem relacion activ direccion,formacion complementari sistem gestion gestion proyect experient anos mape implantacion mejor proces indic auditori empres telecomun conoc estandar iso
3,jef tecnologi informacion transnacional automotriz,respons are tecnolog informacion empres pais administr proyect local global coordinacion gerenci regional oficin central labor contempl elabor plan estrateg oper administr recurs direccion comunicacion plan objet met polit norm proced personal involucr coordin atencion resolucion problem requer dirig proces evaluacion cambi tecnolog evalu sistem proces aplic enfoqu estrategi gestion tecnolog promov lider desarroll proyect tecnologi informacion comunicacion propon uso herramient tecnolog usuari ambient trabaj evalu curs desempen unid tecnic establec med rendimient control calid desarroll product servici tecnologi informacion aplic metod estandar relat proces desarroll product servici tecnologi informacion comunicacion asist direccion formulacion gestion evaluacion plan proyect are control proyect asign are personal carg,lug trabaj conoc especif pmp sism erp peoplesoft sap oracl programacion entorn client servidor bas dat relacional
6,asistent compens,asist funcion competent fin contribu cumplimient mism alin objet empres asist proces valor categorizacion puest trabaj prepar report indic gestion compens rotacion headcount variacion pag variabl asist estudi merc sueld salari benefici analiz propon ajust nuev esquem compensacion salari benefici asist control organigram headcount cad unid organizacional,experient minim ano puest similar experient ambient erp deseabl sap conoc estudi salarial equid intern competit conoc analisis elaboracion organigram conoc tecnic valoracion puest trabaj conoc tecnic elaboracion descripcion puest trabaj conoc legislacion laboral vigent deseabl conoc calcul benefici social manej ms excel nivel intermedi avanz manej ms word pow point nivel intermedi deseabl ingles nivel intermedi
4,cas 112 sistem informat,desempen labor departament tecnologi informacion baj supervision liderazg jef proyect asign manten nuev desarroll relacion sistem control gubernamental documentacion prueb desarroll elabor particip opinion tecnic competent labor desarroll propon solucion tem segur ambit desempen otras asign jef proyect,titul bachill carrer universitari especial sistem informat computacion acredit copi experient minim anos anal program entorn web transaccional tecnologi net experient minim ano desarroll solucion desktop web conoc patron asp net mvc superior deseabl experient conoc windows communication foundation entity framework linq html css hml xls json ajax jquery jquery bootstrap framework sql serv reporting servic internet information servic deseabl conoc rup uml deseabl conoc oracl superior
6,represent comercial softwar,entend neces client asesor client desarroll implementacion erps realiz report vent hac seguimient carter consegu nuev client,vent erps
3,jef,asegur cumplimient requer compani vigil correct funcion sistem red principal respons planificacion supervision sistem integral computariz distint sistem oper asesor dar soport distint are cuant usos sistem informat,minim anos lider equip soport desarroll
4,anal sistem,apoy soport aplic web tod are banc solucion problem relacion proces bacth aplic web onlin internet intranets analisis diagnost ejecucion solucion definit problem present aplic produccion identificacion ejecucion nuev oportun mejor proces aplic empres ejecucion analisis riesg part vital gestion problem,alrededor ano experient deseabl rubr financier consultor empres servici pagin web
4,anal senior sistem,realiz tar relev analisis disen sistem informat elaboracion propuest solucion supervision programacion realizacion mism documentacion actualizacion manten sistem informat levant gestion requer disen sistem documentacion manual usuari disen sistem supervis prueb sistem control cumplimient cronogram proyect dirig activ desarroll manten sistem vel cumpl especif segur integr sistem dat planific administr asignacion recurs desarroll manten operacion sistem atend neces informacion dat solicit usuari unidad administr academ coordin activ administr bas dat manten integr dat coordin usuari implantacion nuev sistem actualiz implant solucion eficient calid garantic correct funcion report supervisor avanc logr proyect implant present inform dentr naturalez funcion solicit supervisor dem autor institucion cumpl cualqui activ dentr naturalez carg solicit supervisor,bachill ingenieri sistem afin ingles nivel intermedi tall diplom gestion proyect pmi visual basic sql serv nivel avanz ms offic pow point microsoft project microsoft visi nivel avanz sol conoc metodologi agil desarroll sw scrum anos anal sistem asign proyect median grand desarroll sw implementacion solucion empaquet anos lider equip trabaj
1,program web,desarroll proyect innovacion mejor levant informacion visualizacion result desarroll aplic web html css javascript ajax php mysql report avanc desarroll document codig fuent desarroll,tecnic computacion informat afin experient minim ano proyect desarroll web conoc php mysql html css javascript poo programacion orient objet habil competent pasion aut aprendizaj comunicacion interpersonal creativ innovacion organizacion respons informat sublim text program ftp herramient desarroll chrom benefici ingres planill empres prim trabaj tod benefici ley gratif vacacion cts util eps segur medic priv capacitacion constant conveni educ continu estudi
2,project manag,administr tiemp proces diari cont capac solucion maner rap eficient consult problem pued present deb manej recurs existent mejor maner decision coordin constant encarg diferent plataform involucr proyect obten optim result,experient minim anos are administracion proyect experient men cinc proyect
6,anal inteligent negoci,gestion bas dat mediant registr actualiz permit mejor uso herramient implement revis actualiz criteri segmentacion avanz optimiz mejor fluj trabaj proced consult bas dat revis calid integr dat envi solicit are usuari respons proces normalizacion actualizacion contact implement ejecut automatizacion report facilit envi identific criteri segmentacion clav envi solicit are usuari asegur valid segmentacion bas dat envi oportun invit tarjet revist etc program envi htmls segun requer orden trabaj diferent unidad implement ejecut automatizacion report facilit envi generacion segmentacion fuent extern envi oportun requer unidad automatiz proces actualizacion dat mejor herramient permit envi adecu requer,deseabl especializacion crm marketing intelligenc business intelligenc conoc avanz transact sql sqlserv administracion manej dat integration servic excel avanz automatizacion proces lenguaj programacion etc experient manej sistem erp crm
1,program,import empres consum masiv requier incorpor program experient programacion vb vba net shar point desarroll proyect programacion requer empres,requisit tecnic gradu ingenieri sistem informat afin nivel tecnic universitari experient menor anos puest similar manej experient programacion vb vba net shar point disponibil inmediat ingles nivel intermedi personal capac analit planificacion organizacion comunicacion efect orientacion result
3,consultor sap basis senior,certificacion db migration for sap systems especial solucion tecnolog bas sap inclu sistem oper unix bas dat oracl suit sap netweav experient administracion solucion sap erp bw solution manag portal han conoc experient gestion servici bas itil,minim cuatr 04 anos experient comprob implant proyect exit deseabl empres rubr consum masiv administracion migracion solucion sap
3,coordin,asegur simplific proces oper vital negoci tod oper model negoci asegur continu informacion oper form oportun proces disponibilizacion informacion critic tom decision estrateg veraz complet oportun amig facilit comunicacion gestion conoc colaboracion efect acuerd impact carg capac negoci prioritari requer asegur manej optim recurs tecnologi trav custodi manten conservacion control plan contingent recurs gener soport grand salt proces estrateg negoci lider proyect filial propon solucion acord neces polit compani,se valor experient uso erp oracl
3,anal junior,lider proyect soport manten mejor sistem conduc proces diagnost identificacion oportun mejor logr plen entend neces usuari disen altern solucion requer document requer funcional soport manten mejor coordin proveedor ejecucion requer asegur calid trabaj proveedor manten inform usuari desarroll requer planific fas prueb usuari conduc proces capacitacion solucion realiz acompan implementacion solucion convoc personal are desarroll proyect,anos experient conoc itil information technology infrastructur library
6,anal inteligent proces,soport model simulacion servici trafic usuari facturacion etc coordin conjunt are intern planeamient estrateg asegur ingres control riesg control gestion gestion prepag apoy analisis informacion solicit divers are sistem ingenieri comercial fin desarroll inform respect haci are intern consolid informacion financ acuerd neces intern gerenci present indic desarroll conjunt are intern,minim 1 ano puest similar
4,practic sistem informat,apoy ensamblaj pc apoy sistem oper windows linux apoy instalacion configuracion impresor equip multifuncional apoy manej program utilitari comput apoy actualizacion softwar antivirus estacion servidor,
3,practic asegur tecnic,manej analisis bas dat report necesari elaboracion indic off lin cumplimient agend llamador automat convertibil elabor fluj proces requ estan implement consolid prepar bas dat emple anal cierr result soport canal terceriz monitore gestion apoy jef equip trabaj encarg trabaj encomend,elaboracion macr diferent report
1,practic integracion,integracion comerci product nuev existent integracion nuev product entren produccion,conoc requer programacion entorn web jav net principal web servic http https soap get post xml html certific digital conoc deseabl nuev tecnologi ejm rest json framework patron desarroll comunicacion sockets tram competent comunicacion servici client
5,jef proyect telecomun,encarg client import empres sector telecomun encontr busqued profesional alt calific ocup posicion jef proyect telecomun funcion dirig supervis oficin proyect supervis control activ project managers carg gener report indic necesari inform avanc are desarroll funcion metodologi document necesari etc cultur proyect defin polit bas garantiz exit proyect realiz planeamient control supervision proyect supervision camp proyect reunion period client vision comercial contact coordin divers are gestion control seguimient aprobacion servici brind empres contrat particip proyect defin lin bas cost tiemp alcanc proyect apoy cumplimient polit objet calid report jef inmediat superior realiz analisis valor gan proyect identific riesg proyect establec estrategi mitigacion asign recurs particip proyect relacion presupuest mism realiz labor coordinacion client,conoc general red sistem telefon conoc reglament ley contrat certificacion itil deseabl restrict certificacion pmp experient direccion oficin proyect pmo anos gestion pmo direccion proyect experient previ gestion proyect peruan deseabl hab gestion proyect mont superior ingenier titul electron informat sistem
1,jef desarroll,desarroll sistem report jef gestion desarroll manten program asign prueb deteccion error program afin disen manual cad sistem lider proyect march experient programacion desarroll softwar manej equip person desarroll punt net dat sql ejecut sistem caden sicat lider nuev proyect,experient entre anos experient are oper sistem afin requisit profesional egres ingenieri sistem informat industrial afin deseabl anos experient experient comprob model administracion bas dat sql experient desarroll aplic entorn web jav asp net especial jav microsoft manej calid softwar manej equip person desarroll punt net dat sql ejecut sistem caden sicat lider nuev proyect
4,anal ii gestion informacion,realiz analisis extraccion tratamient informacion construccion seguimient model estadist banc minor apoy proces estimacion parametr riesg funcion analisis peticion dat extraccion informacion automatizacion proces identific recurrent redisen mejor proces actual validacion documentacion extraccion informacion analisis calid dat proces,domini pl sql oracl deseabl bussiness objects
1,especial proyect,evalu coordin unidad usuari neces fin determin objet requer oportun atencion asesor unidad emit opinion tecnic proyect impact direct objet financ control portafoli proyect estrateg financ coordinacion jef proces coordin unidad negoci desarroll proyect llev cab ano fiscal esten alin estrategi financ evalu factibil oper proyect financ carg particip definicion objet cost tiemp alcanc portafoli proyect carg dirig ejecucion proyect carg cumplimient objet efectu seguimient avanc fisic financier proyect asign,titul bachill carrer universitari administracion ingenieri industrial ingenieri sistem afin experient minim anos experient anal senior proces conoc certificacion project management professional pmp especializacion gestion proyect especializacion reingenieri proces gestion cost gestion cambi manej avanz ms offic visi project
